ACCESSION,PC,TEXT,TEXT_FR,ID,IMAGE,IMAGE_FR,CREDIT,LAT,LONG,ADDRESS,ADDRESS_FR,ARTWORK,ARTWORK_FR,ARTISTS,LOCATION,LOCATION_FR,CITY,PROVINCE,DATE_MOD,MATERIAL,MATERIAL_FR,YEAR
2001-0257,K1J 7N8,,,PA36,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_36_Tree-of-Knowledge.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_36_Tree-of-Knowledge.jpg,,45.421781,-75.691182,2036 Oglivie Rd,"2036, ch Oglivie",Tree of Knowledge,Tree of Knowledge,"Swan, Rosemary","2036 Oglivie Road, Ottawa Public Library, North Gloucester Branch","2036 Oglivie Road, Ottawa Public Library, North Gloucester Branch",Ottawa,ON,20180322,"ceramic, raku fired",céramique cuit au raku,1998
2001-0278,K1B 5A3,,,PA37,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_37_Snow-Birds-Face-of-our-Community.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_37_Snow-Birds-Face-of-our-Community.jpg,,45.458408,-75.497648,200 Glen Park Dr,"200, prom Glen Park",Snow Birds-Face of our Community,Snow Birds-Face of our Community,"Ciesluk, Karl","200 Glen Park Drive, Blackburn Community Centre ","200 Glen Park Drive, Blackburn Community Centre ",Ottawa,ON,20180322,ceramic mosaic,mosaïque de céramique,
2001-0287,K1C 2X8,,,PA38,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_38_Raising-the-Bar.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_38_Raising-the-Bar.jpg,,45.465652,-75.546161,1490 Youville Dr,"1490, prom Youville",Raising the Bar,Raising the Bar,"Smith, Diane",1490 Youville Drive Bob MacQuarrie Recreation Complex - Orléans ,1490 Youville Drive Bob MacQuarrie Recreation Complex - Orléans ,Ottawa,ON,20180322,bronze,bronze,2000
2001-0318,K1P 5A1,"At 21, Terry Fox set out on his Marathon of Hope to raise money for cancer research. He ran for 143 days, through the Atlantic provinces, Quebec and Ontario, before the bone cancer that had taken part of his right leg returned and forced him to stop near","À 21 ans, Terry Fox a entrepris son Marathon de l’espoir afin de recueillir des fonds pour la recherche contre le cancer. Il a couru pendant 143 jours, traversant  les provinces de l’Atlantique, le Québec  et l’Ontario, avant que le cancer des os qui l’av",PA39,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_39_Terry-Fox.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_39_Terry-Fox.jpg,,45.448473,-75.683201,90 Wellington St,"90, rue Wellington",Terry Fox Memorial Sculpture ,Terry Fox Memorial Sculpture ,"Hooper, John",90 Wellington and Metcalfe - Department of Heritage (NCC),90 Wellington and Metcalfe - Department of Heritage (NCC),Ottawa,ON,20180322,bronze,bronze,1983
1986-0085,K1N 7N4,,,PA4,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_4_In_Context.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_4_In_Context.jpg,,45.42536,-75.682985,530 King Edward Ave,"530, av King Edward",In Context,In Context,"Nigro, Richard","530 King Edward Street, Fire Station 13","530 King Edward Street, Fire Station 13",Ottawa,ON,20180322,wood ,bois,1986
2001-0323,K2A 4B1,,,PA40,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_40_Phoenix-Rising.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_40_Phoenix-Rising.jpg,,45.38881,-75.76015,495 Richmond Rd,"495, ch Richmond",Phoenix Rising,Phoenix Rising,"Lutkenhaus-Lackey, Almuth",495 Richmond Road,495 Richmond Road,Ottawa,ON,20180322,bronze casting,fonte de bronze,1990
2001-0325,,"This artwork comprises 200-square-feet of unglazed, fully vitrified clay tiles in rich, earthy tones.  Although the imagery is abstract, it conveys a strong sense of movement and liveliness as visible in the right side of the mural which contains a concen","Cette œuvre de Susan Feindel est composée de carreaux couleur terre vitrifiés mais non vernissés, de 18,5 mètres carrés. Malgré le style abstrait, l’œuvre produit une forte impression de mouvement et d’animation, particulièrement perceptible dans la parti",PA41,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_41_Quarry-Pillar.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_41_Quarry-Pillar.jpg,,45.379006,-75.667727,OC Transitway Greenboro,Station Greenboro,Quarry Pillar,Quarry Pillar,"Feindel, Susan",OC Transitway Greenboro,OC Transitway Greenboro,Ottawa,ON,20180322,mosaic tile mural,murale en mosaic,1994
2001-0327,K1P 1J1,"Originally planned as a theatrical stage set with props, this invented room provides a place for personal thinking and public observation. As visitors walk around and through The Living Room, a relationship between the participant's body and each object a","Conçu à l’origine comme un décor de théâtre avec des accessoires, ce salon imaginaire offre un espace pour la réflexion personnelle et l’observation. Une relation s’établit progressivement entre le corps des visiteurs qui déambulent dans le Salon et chacu",PA42,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_42_The-Living-Room.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_42_The-Living-Room.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",The Living Room,The Living Room,URBAN KEIOS,"110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,aluminium ,aluminium ,1995
2001-0328,K2P 2J6,,,PA43,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_43_Mosaic-Mural.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_43_Mosaic-Mural.jpg,,45.41243,-75.685749,474 Elgin St,"474, rue Elgin",Tiles of Time (Les carreaux du temps),Tiles of Time (Les carreaux du temps),"Grey, Jerry","474 Elgin Street, Police Station","474 Elgin Street, Police Station",Ottawa,ON,20180322,"glass tiles, gold leaf tiles, silver plated buttons","carreaux en verre, carreaux dorés à la feuille d’or, boutons plaqués argent ",1983
2001-0360,K1P 1J1,"This tapestry, located in the Keefer Room of the Heritage Building, conveys an impression of the Ottawa, Rideau and Gatineau Rivers as portrayed on the Ottawa-Carlton regional flag and heraldic crest.  The eleven panels, representing each of the previous","Accrochée dans la salle Keefer de l'édifice historique, la tapisserie évoque les rivières Outaouais, Rideau et Gatineau telles qu'elles figurent sur le drapeau et les armoiries de la région d'Ottawa-Carleton. Ses onze pans représentant chacune des ancienn",PA45,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_45_Rivers-Reflecting-Seasons.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_45_Rivers-Reflecting-Seasons.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",Rivers Reflecting Seasons,Rivers Reflecting Seasons,"Sabiston, Carole","110 Laurier, Teachers College, Meeting Rooms","110 Laurier, Teachers College, Meeting Rooms",Ottawa,ON,20180322,"multi synthetic fabric, machine bonded","tissus synthétique multiple,
rapiècé à la machine",1990
2001-0361,K1P 1J1,"Drawing inspiration from the Nautilus Shell, Paula Murray created Nautilus to celebrate the rhythmic energy paralleled in nature and society.  The mathematically correct architecture of the symbolic spiral structure instills energy, strength, power, and u","S'inspirant de la coquille en spirale du nautile, Paula Murray célèbre dans Nautilus le rythme simultané qui anime la nature et la société. La composition mathématiquement précise de la spirale symbolique déploie une énergie, une force et une unité remarq",PA46,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_46_Nautilus.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_46_Nautilus.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",Nautilus,Nautilus,"Murray, Paula","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,"anodized aluminum, translucent ceramic","aluminium givré, céramique translucide",1990
2001-0362,K1P 1J1,"Stephen Brathwaite belongs to the social realism school of art.  Though his work is representational, the underlying meanings and inspiration justify viewer contemplation.  Creating a welcome feeling of intimacy in the arcade, Family Portrait celebrates t","Stephen Brathwaite épouse le credo de l'école réaliste. Quoique figurative, son œuvre invite à la contemplation par ses sous-entendus et son inspiration. Introduisant une sensation bienvenue d'intimité dans la galerie, Family Portrait rend hommage aux per",PA47,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_47_Family-Portrait.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_47_Family-Portrait.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",Family Portrait,Family Portrait,"Brathwaite, Stephen","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,glass and bronze casting,fonte de bronze et de verre,1992
2001-0363,K1P 1J1,"To add a spirit of optimism to the place where people pay their municipal taxes, artist Jim Thomson proposed this statue assembly to be placed in the entrance of the Client Service area of City Hall. The statue's reference various mythological traditions","Pour ajouter une note d'optimisme à l'endroit où les gens paient leurs taxes municipales, l'artiste Jim Thomson a proposé que cette statue soit placée à l'entrée du Service à la clientèle à l'Hôtel de ville. Les sculptures font référence à diverses tradit",PA48,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_48_On-Top-of-the-world.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_48_On-Top-of-the-world.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",On Top of the world,On Top of the world,"Thomson, Jim","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,stoneware and concrete,poterie de grès et béton,1990
2001-0364,K1P 1J1,"Centuries-old Inuit customs of guiding travelers inspired the artist to create this cairn, a directional marker. The assemblage of stones recalls the artist’s childhood experience of wandering amongst tall city buildings. The leading stone represents a se","L’artiste s'est inspiré de la coutume séculaire inuite de guider les voyageurs pour créer ce cairn, qui sert de point de repère. L’assemblage de pierres rappelle l'expérience de l'artiste qui, enfant, s'était perdu parmi les gratte-ciel de la ville. La pi",PA49,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_49_The-Lost-Child.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_49_The-Lost-Child.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",The Lost Child,The Lost Child,"Piqtoukun, David","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,Kingston hue sandstone,grès de Kingston,1990
1987-0072,K2B 7J1,,,PA5,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_5_Time_Flow.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_5_Time_Flow.jpg,,45.360547,-75.792376,2730 Carling Ave,"2730, av Carling",Time Flow,Time Flow,"Garner, Bruce","2730 Carling Avenue, Old Forge Community Centre","2730 Carling Avenue, Old Forge Community Centre",Ottawa,ON,20180322,bronze,bronze,1987
2001-0365,K1P 1J1,"For this particular piece, fragments of polished granite with cut and raw edges are being supported and united by a structure of steel. Located in Council Chambers as a backdrop to all City decisions, the work expresses the need for collaboration.  A figu","L'œuvre composée de fragments de granit poli aux rebords bruts soutenus et unis par une structure en aluminium est située dans la salle du conseil. Toile de fond des décisions prises par la Ville, elle exprime la nécessité de collaboration. Une figure mou",PA50,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_50_Structure.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_50_Structure.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",Structure,Structure,"Brathwaite, Stephen","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,"glass, granite and steel","verre, granite et acier",1989
2001-0398,,"Drawn from traditional symbols used in the artist's native Plains Cree culture, repeated images of humans, horses, handprints, dots and crosses suggest movement and freedom in modern urban transportation.  The artwork is located at the embarkation area, c","Les images répétées d’humains, de chevaux, d’empreintes de main, de points et de croix, issues des symboles traditionnels utilisés dans la culture des Cris des plaines, à laquelle l’artiste appartient, évoquent le mouvement et la liberté dans les transpor",PA51,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_51_untitled.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_51_untitled.jpg,,45.401471,-75.667083,OC Transitway Riverside Station,Station Riverside,Untitled,Untitled,"McMaster, Gerald",OC Transitway Riverside Station,OC Transitway Riverside Station,Ottawa,ON,20180322,epoxy coating ,revêtement époxy,1991
2001-0400,,"Using principles of perspective and motion, this work located in the pedestrian underpass area, is designed to present a visual directional context for passengers as they enter and exit the station.","Fondée sur les principes de la perspective et du mouvement, cette œuvre, située dans le secteur du passage inférieur pour piétons, est conçue pour présenter un contexte visuel directionnel pour les passagers qui entrent dans la station et ceux qui en sort",PA52,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_52_Accelerator_Decelerator.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_52_Accelerator_Decelerator.jpg,,45.421781,-75.691182,OC Transitway Lycée Claudel Station,Station Lycée Claudel,Accelerator/Decelerator,Accelerator/Decelerator,"Sherman, Tom",OC Transitway Lycée Claudel Station,OC Transitway Lycée Claudel Station,Ottawa,ON,20180322,glazed concrete blocks ,blocs de béton glacés,1990
2001-0401,K1P 1J1,"Fable VII consists of 3-components; the interior inscription, a bronze element in the exterior pool, and the lion with an accompanying frame. The artist anticipates the viewer to gravitate towards the interior pool inside the main lobby and find the inscr","Fable VII comprend trois volets : l'inscription à l'intérieur, un élément en bronze dans le bassin extérieur et le lion et son cadre. L'artiste s'attend à ce que le spectateur gravite vers le bassin intérieur dans l'entrée principale et y découvre l'inscr",PA53,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_53_Fable-VII.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_53_Fable-VII.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",Fable VII,Fable VII,"Gould, Trevor","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,"cast iron and bronze, sand blasted glass","fonte en fer et bronze, verre dépoli au sable soufllé",1990
2001-0433,K2C 3H1,"In memory of my father, Peter G. Rogers.","À la mémoire de mon père, Peter G. Rogers.",PA54,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_54_The-Birdhouse-Garden.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_54_The-Birdhouse-Garden.jpg,,45.263767,-75.706993,55 Lodge Rd,"55, ch Lodge",The Birdhouse Garden,The Birdhouse Garden,"Rogers-Bell, Su","55 Lodge Road, Carleton Lodge","55 Lodge Road, Carleton Lodge",Ottawa,ON,20180322,painted wood,bois peint,1993
2001-0478,K1N 8W4,,,PA55,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_55_Suntent.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_55_Suntent.jpg,,45.432264,-75.683647,,,Suntent,Suntent,"Marsters, Mark",,,Ottawa,ON,20180322,enamel on aluminum,émail sur aluminium,1993
2001-0479,,"Mobile and static elements of tubing and mirrors are placed throughout the station. Each becomes a playful and alleviating aspect of the architectural structure, embracing and reflecting light and sky.","Des éléments mobiles et statiques composés de tubes et de miroirs sont placés aux quatre coins de la station. Chacun se veut un jeu sur l’aspect de la structure architecturale, et embrasse et reflète la lumière et le ciel.",PA56,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_56_Carnavalesque.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_56_Carnavalesque.jpg,,45.475387,-75.518349,,,Carnavalesque,Carnavalesque,"Geuer, Juan",,,Ottawa,ON,20180322,mixed media ,technique mixte,1994
2001-0480,,"Located on the sloping planes underneath the bridge at Walkley Station, historic maps trace significant moments in local history. From early rivers, lakes and forests to the urbanization of the capital, even the expansion of the transit system is presente","Situées sur les plans en pente qui se trouvent sous le pont à la station Walkley, les cartes historiques tracent les moments importants de l’histoire locale. L’époque où le territoire était couvert de rivières, de lacs et de forêts, la période d’urbanisat",PA57,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_57_A-Brief-History-of-Ottawa.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_57_A-Brief-History-of-Ottawa.jpg,,45.393434,-75.605654,OC Transitway Walkley Station,Station Walkley ,A Brief History of Ottawa,A Brief History of Ottawa,"						, ",OC Transitway Walkley Station,OC Transitway Walkley Station,Ottawa,ON,20180322,sand blasted concrete,béton dépoli au sable,1992
2001-0481,,"Linkages treats the site as a whole, dramatically uniting the landscape and the architecture with colour and image.  Laser engraved drawings of plant and animal life unify interior surfaces with the environment while colours drawn from the landscape are e","L’œuvre Linkages considère le site dans son ensemble, et unit de manière spectaculaire, grâce à ses couleurs et à ses images, le paysage et l’architecture. Les dessins de la faune et de la flore gravés au laser assemblent les surfaces intérieures et l’env",PA58,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_58_Linkages.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_58_Linkages.jpg,,45.376036,-75.696922,OC Transitway Heron Station,Station Heron,Linkages,Linkages,"Durr, Pat",OC Transitway Heron Station,OC Transitway Heron Station,Ottawa,ON,20180322,coloured concrete ,béton coloré,1992
2001-0548,,"Placed along the walls of the Transitway, these eight sculptures are meant to provide a humorous diversion by greeting and entertaining bus commuters. Each one expresses a different form of communication, including a waving hand, a hitchhiker's thumb, two","Placées le long des murs du Transitway, ces huit sculptures visent à accueillir et divertir les usagers du transport en commun à leur arrivée en faisant une diversion humoristique. Chacune exprime un signe de communication différent, comme un salut de la",PA59,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_59_Salut_Salute.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_59_Salut_Salute.jpg,,45.399086,-75.745279,OC Transitway Tunneys Pasture - Western Parkway Transitway Stations ,Station Tunneys Pasture,Salut/Salute,Salut/Salute,"Marsters, Mark",OC Transitway Tunneys Pasture - Western Parkway Transitway Stations ,OC Transitway Tunneys Pasture - Western Parkway Transitway Stations ,Ottawa,ON,20180322,vacuum formed ABS plastic ,plastique formé  sous succion à vide,1995
1987-0092,K2C 1V6,,,PA6,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_6_From_Sea_to_Sea.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_6_From_Sea_to_Sea.jpg,,45.359131,-75.703085,2 Daly Ave,"2, av Daly",From Sea to Sea,From Sea to Sea,"Schreier, Hilde","2 Daly Avenue, Ottawa Art Gallery","2 Daly Avenue, Ottawa Art Gallery",Ottawa,ON,20180322,"wool, rope, and stone","laine, cordon, et pierre",1987
2001-0549,K1P 1J1,"Made up of concrete towers housing speakers and electronic components, V.I.P. is one of the City of Ottawa's earliest computer-based artworks. V.I.P. may generate its own music or emit sound compositions activated by movement on the pathway. Developed by","Constitué de tours de béton qui logent des haut-parleurs et des éléments électroniques, V.I.P. est l’une des premières œuvres d’art informatique de la Ville d’Ottawa. Activé par les mouvements qui se produisent sur le sentier, l’instrument génère sa propr",PA60,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_60_V.I.P.-Virtual-Instrument-Paradigm.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_60_V.I.P.-Virtual-Instrument-Paradigm.jpg,,45.421848,-75.690861,110 Laurier Ave W,"110, av Laurier O",V.I.P.,V.I.P.,"Bussiere, Michael","110 Laurier, City Hall commissions","110 Laurier, City Hall commissions",Ottawa,ON,20180322,"concrete, computer, speaker, sound system, video camera","béton, ordinateur, haut-parleurs, amplificateur, caméra video",1996
2001-0551,,"The mural located at the western embankment incorporates the graphic energy of a contemporary landscape with the traditional art form of mosaic.  This work considers earth's regenerative energies, and is designed to delight viewers when seen either at clo","La murale, située au point d’embarquement ouest, rassemble l’énergie graphique d’un paysage contemporain et une mosaïque traditionnelle. Cette œuvre, qui évoque les énergies régénératrices de la terre, est conçue pour faire plaisir aux spectateurs, qu’ils",PA61,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_61_Ploughed-Field_Hillside_Circuit.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_61_Ploughed-Field_Hillside_Circuit.jpg,,45.39372,-75.639644,OC Transitway Pleasant Park Station,Station Pleasant Park,"Ploughed Field : Hillside, Circuit","Ploughed Field : Hillside, Circuit","Feindel, Susan",OC Transitway Pleasant Park Station,OC Transitway Pleasant Park Station,Ottawa,ON,20180322,stained glass and porcelain tile mosaic on concrete wall ,vitrail et mosaïque de porcelaine sur mur de béton,1995
2001-0552,,"Located along the north and south walls of the South Keys underpass, Standish’s mural encourages transit users to touch the tiles and decode eleven Braille symbols.  Green and blue evokes the essence of a lush watery landscape and open sky while stainless","Située le long des murs nord et sud du passage inférieur South Keys, la murale de Standish encourage les usagers du transport en commun à toucher les tuiles pour décoder 11 symboles en braille. Le vert et le bleu évoquent le ciel et un paysage aquatique l",PA62,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_62_South-Keys-Code.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_62_South-Keys-Code.jpg,,45.379006,-75.667727,OC Transitway South Keys Station,Station South Keys,South Keys Code,South Keys Code,"Standish, Ineke",OC Transitway South Keys Station,OC Transitway South Keys Station,Ottawa,ON,20180322,embossed stainless steel mural plates ,gaufrage sur plaques murale en acier inoxidable,1996
2001-0584,,This series of images imitates a historical advertising campaign with the intention of both entertaining and informing the viewer.  The images depict news items and commercial products of specific eras that greatly affected the development of the Billings,Cette série d’images qui imite une campagne publicitaire ancienne a un but à la fois ludique et informatif. Elle figure des actualités et des nouveautés commerciales d’époques précises qui ont marqué le développement de la communauté de Billings Bridge. L,PA63,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_63_mem-o-mobilia.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_63_mem-o-mobilia.jpg,,45.379006,-75.667727,OC Transitway Billings Bridge Station,Station Billings Bridge,mem-o-mobilia,mem-o-mobilia,"Marsters, Mark",OC Transitway Billings Bridge Station,OC Transitway Billings Bridge Station,Ottawa,ON,20180322,enamel on aluminum,émail sur aluminium,1991
2004-0002,,"Justin Wonnacott was commissioned to create artwork for Waller Street. He chose ""shelter, its loss and replacement"" as a theme for his work. Compass Rose combines images of Ottawa from space, a sextant and the word “domicile”.","La Ville a demandé à Justin Wonnacott de créer des œuvres pour la rue Waller. Le thème qu’il a choisi est celui de « l’abri, sa perte et son remplacement ». Compass Rose combine des images d’Ottawa vues de l’espace au sextant et au mot « domicile ».",PA64,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_64_...-compass-rose-....jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_64_...-compass-rose-....jpg,,45.422627,-75.686072,Waller Street Mall,rue Waller,... compass rose ...,... compass rose ...,"Wonnacott, Justin",Waller Street Mall (between Rideau and George),Waller Street Mall (between Rideau and George),Ottawa,ON,20180322,granite ,granite,2003
2004-0003,K1Y 2X6,"Skipping Stones reflects a peaceful underwater world with fourteen swimming animals - loons, fish and beaver. The activity of making a beaver lodge implies the feeling of home and shelter. The cast shadowy human forms represent the families, children and","Skipping Stones reflète un monde sous-marin paisible grâce à quatorze silhouettes d’animaux nageurs – huards, poissons et castors. La construction d’une hutte de castor suggère le sentiment du chez-soi et de l’abri. Les silhouettes humaines floues représe",PA65,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_65_Skipping-Stones.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_65_Skipping-Stones.jpg,,45.408182,-75.714647,930 Somerset St W,"930, rue Somerset O",Skipping Stones,Skipping Stones,"Lasserre, Maskull","930 Somerset Street W, Plant Recreation Centre","930 Somerset Street W, Plant Recreation Centre",Ottawa,ON,20180322,"bronze, copper, steel, patina, Plexiglas, paint","bronze, cuivre, acier, patine, Plexiglas, peinture",2003
2004-0004,,"Kenneth Emig, a local visual and performance artist, created the three-framed light and mirror artworks located in the rotunda. The artwork generates the illusion of expanding the architectural space through multiple reflections. The artist hopes to stimu","Kenneth Emig, artiste visuel et multiartiste local, a réalisé les trois oeuvres encadrées constituées de lampes et de miroirs qui sont situées dans la rotonde. Par le jeu des multiples reflets, l'ensemble donne l'impression d'élargir l'espace architectura",PA66,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_66_The-Second-Storey.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_66_The-Second-Storey.jpg,,45.421781,-75.691182,65 Stonehaven Dr,"65, prom Stonehaven",The Second Storey,The Second Storey,"Emig, Kenneth","65 Stonehaven Drive, Eva James Memorial Community Centre","65 Stonehaven Drive, Eva James Memorial Community Centre",Ottawa,ON,20180322,"wood, mirror, fluorescent light","bois, miroir, lampe fluorescente",2004
2004-0005,K1S 2K2,"Glebe artists, Marie-Christine Féraud, Carolynne Pynn-Trudeau, and Mary Pal, share with local residents in the success of the Glebe Community Centre’s public art project. Children and adults from the Glebe created and donated elements for the three instal","Les artistes du Glebe, Marie-Christine Féraud, Carolynne Pynn-Trudeau et Mary Pal, partagent, avec les habitants du quartier, le succès du projet d’art public du Centre communautaire du Glebe. Dans le cadre d’ateliers d’art animés par les artistes, les en",PA67,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_67_Neighbourhood-Perspectives.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_67_Neighbourhood-Perspectives.jpg,,45.402073,-75.690894,175 3rd Ave,"175, av 3rd",Neighbourhood Perspectives,Neighbourhood Perspectives,"Feraud, Pynn-Trudeau & Pal, Marie-Christine, Carolynne & Mary","175 3rd Avenue, Glebe Community Centre","175 3rd Avenue, Glebe Community Centre",Ottawa,ON,20180322,"acrylic, ceramic, cotton, found objects, paper","acrylique, ceramique, coton, object trouvés, papier",2004
2005-0002,K1N 5M2,"Wanderer is composed of seven glass panels in the facility’s Multi-Faith Worship Centre. The piece celebrates the journey of bird migration, as each year billions of birds navigate from one geographic area to another. This pilgrimage is guided by an inter","Wanderer est composé de sept panneaux de verre au centre de recueillement multiconfessionnel du foyer. L’œuvre célèbre la migration des oiseaux, alors que tous les ans, des milliards d’oiseaux se déplacent d’une région géographique à une autre. Ils sont g",PA68,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_68_Wanderer.jpg,http://ottawaxyz.ottawa.ca/wp-content/uploads/2014/03/Public_Art_68_Wanderer.jpg,,45.261106,-75.709833,,,Wanderer,Wanderer,"Cronin, Lynda",,,Ottawa,ON,20180322,wood and glass,bois et verre,2005
